Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N407FC,CLASSIC AIR MEDICAL,02/06/2026,14611.70,0,05 300HR- PERIODIC INSPECTION,Airframe,14611.70,0.00,0,32298.00,INSPECTION,,INSPECT,,300 HOUR /12 MONTH PERIODIC AIRFRAME INSPECTION,DMC-407-A-05-40-00-06A-281A-A,,,HSU WO6832,"Monday, February 9, 2026",45.00,"1. Do this inspection every 12 calendar months or every 300 hours of operation. 2. Do all six events of the airframe progressive inspection. Ref. DMC-407-A-05-40-00-06A-281A-A, Complete all 6 Progressive Inspection Events: DMC-407-A-05-40-00-00A-281A-A, DMC-407-A-05-40-00-01A-281A-A,DMC-407-A-05-40-00-02A-281A-A, DMC-407-A-05-40-00-03A-281A-A, DMC-407-A-05-40-00-04A-281A-A, DMC-407-A-05-40-00-05A-281A-A.",07/16/2025,14296.40,,,31622.00,,12,300.00,,,,,36,30.00,,,,07/16/2026,,14596.40,,,,,,,,20,,4,,-15.30,,,,,,,,No,Within Tolerance,,02/16/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,72 INSP 50 PWR CK,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,,,50 HOUR POWER CHECK (PILOT REQUIREMENT),,,,2026-307KH-015,"Monday, February 23, 2026",,,01/21/2026,22842.60,,,80440.00,,,50.00,,,,,,5.00,,,,,,22892.60,,,,,,,,,,,,-3.80,,,,,,,,No,Within Tolerance,,02/22/2026,,,,,,,,,,Pilots,
N407LP,CLASSIC AIR MEDICAL,02/25/2026,4097.80,0,34 GARMIN,Airframe,4097.80,0.00,0,10503.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,,,,,,,REF: Garmin G1000H (Heli) Pilot User Guide.,01/28/2026,4053.20,,,10391.00,28,0,,0,0.00,0.00,0,5,,0,0.00,0.00,02/25/2026,,,,,,,,,,-1,,0,,,,,,,,,,No,Within Tolerance,,02/25/2026,,,,,,,,,,,
N407FM,CLASSIC AIR MEDICAL,02/24/2026,2449.10,0,05 SI/ T/R D/S DISC PACK TQ CK,Airframe,2449.10,0.00,0,6234.00,INSPECTION,,,TFC,"SPECIAL INSPECTIONS- TORQUE/FRICTION CHECK - (10 TO 25) HOURS AFTER INITIAL INSTALLATION OR REMOVAL AND RE-INSTALLATION, FWD AND AFT SHORT SHAFTS, TAIL ROTOR DRIVESHAFT DISC PACK COUPLINGS TORQUE CHECK","BHT-407-MPI, Chapter 5, Special Insp, Table 1.",,,,,,torque check required on fwd short shaft only,02/11/2026,2439.80,,,6210.00,0,0,10.00,0,0.00,0.00,0,0,15.00,0,0.00,0.00,,,2449.80,,,,,,,,,,,,0.70,,,,,,,,No,Coming Due,,02/27/2026,,,,,,,,,,Torque Check,
N407LP,CLASSIC AIR MEDICAL,02/25/2026,4097.80,0,25 00-51,Airframe,4097.80,0.00,0,10503.00,INSPECTION,,ICA,,30 DAY ARTEX ELT FUNCTIONAL CHECK,ARTEX MANUAL 570-5060 REV. AA,,,,,,"REF. ARTEX MANUAL 570-5060 REV. AA, PAGE 25 (E), AND PAGE 38 (Q).",01/28/2026,4053.20,,,10391.00,30,0,,0,0.00,0.00,0,0,,0,0.00,0.00,02/27/2026,,,,,,,,,,1,,0,,,,,,,,,,No,Coming Due,,02/27/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,34 GARMIN,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,,,28 DAY GPS NAVIGATION DATABASE UPDATE,REF. GARMIN GTN 625/635/650 PILOTS GUIDE,,,2026-307KH-015,"Monday, February 23, 2026",,ACCOMPLISHED 28 DAY GPS NAVIGATION DATABASE UPDATE IAW GARMIN GTN 625/635/650 PILOTS GUIDE.,01/30/2026,22861.40,,,80475.00,28,0,,0,0.00,0.00,0,5,,0,0.00,0.00,02/27/2026,,,,,,,,,,1,,0,,,,,,,,,,No,Coming Due,,02/27/2026,,,,,,,,,,,
N466GH,CLASSIC AIR MEDICAL,02/26/2026,2943.40,0,05 SI/TFC10,Airframe,2943.40,0.00,0,7194.00,INSPECTION,,RII,TFC,"(RII)- SPECIAL INSPECTIONS- TORQUE/FRICTION CHECK - (10 TO 25) HOURS, SWASHPLATE TILT FRICTION CHECK","BHT-407-MPI, Chapter 5, Special Inspections",,,,,,Repeat the swashplate tilt friction check every 10 to 25 hours until the friction has stabilized within limits. Also repeat the tilt friction check every 300 flight hours (specified in progressive inspection).,02/20/2026,2935.20,,,7181.00,0,0,10.00,0,0.00,0.00,0,0,15.00,0,0.00,0.00,,,2945.20,,,,,,,,,,,,1.80,,,,,,,,No,Coming Due,,02/27/2026,,,,,,,,,,RII; Torque Check,
N407FC,CLASSIC AIR MEDICAL,02/06/2026,14611.70,0,05 1200HR,Airframe,14611.70,0.00,0,32298.00,INSPECTION,,INSPECT,,1200 HOUR AIRFRAME INSPECTION,DMC-407-A-05-40-00-13A-281A-A,,,HSU WO6832,"Monday, February 9, 2026",3.00,"REF. BHT-407-MPI, CH. 5 DMC-407-A-05-40-00-13A-281A-A",10/19/2023,13413.60,,,,,,1200.00,,,,,,120.00,,,,,,14613.60,,,,,,,,,,,,1.90,,,,,,,,No,Coming Due,,02/27/2026,,,,,,,,,,Monthly Planning,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,05 12MO- INSPECTION,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,INSPECT,,12 MONTH AIRFRAME INSPECTION,"BHT-407-MPI, Chapter 5, Scheduled Inspections",,,2026-307KH-015,"Monday, February 23, 2026",,"Ref. DMC-407-A-05-40-00-11A-281A-A, Note When Last 300 Hour/12 Month Periodic Inspection was completed and Perform if Needed.",02/13/2025,22483.30,,,79701.00,,12,,,,,,36,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,Monthly Planning,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,05 24MO. INSPECTION,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,INSPECT,,24 MONTH AIRFRAME INSPECTION,"BHT-407-MPI, Chapter 5, Scheduled Inspections",,,2026-307KH-015,"Monday, February 23, 2026",,"Ref.  DMC-407-A-05-40-00-12A-281A-A,  Additional Fuel System Operational Check Required per Ref. DMC-407-A-28-00-00-00A-320A-A after completion.",02/02/2024,22004.70,,,78800.00,,24,,,,,,73,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407CN,CLASSIC AIR MEDICAL,02/02/2026,4850.80,0,25 00-51,Airframe,4850.80,0.00,0,11489.00,INSPECTION,,ICA,,30 DAY ARTEX ELT FUNCTIONAL CHECK,ARTEX MANUAL 570-5060 REV. AA,,,,,,"REF. ARTEX MANUAL 570-5060 REV. AA, PAGE 25 (E), AND PAGE 38 (Q).",01/29/2026,4846.00,,,11482.00,30,0,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AA DELUXE CONSOLE,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH AERONAUTICAL ACCESSORIES DELUXE CONSOLE KIT,AERONAUTICAL ACESSORIES AA-00131 REV. D,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AA FOLD STEP 12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH AERONAUTICAL ACCESSORIES FOLDING MAINTENANCE STEPS INSPECTION,Aeronautical Accessories ICA AA-00126.,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AA LNDG LIGHT 12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH AERONAUTCIAL ACCESSORIES STEERABLE LANDING LIGHT INSPECTION,AERONAUTCIAL ACCESSORIES DOC. F08-72000 REV. E,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AA PRE-FLT STEP/HANDLE 12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH AERONAUTICAL ACCESSORIES PRE-FLIGHT STEP/HANDLE INSPECTION,Aeronautical Accessories ICA AA-00123 REV. B,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AA TR PEDAL L/O,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH AERONAUTICAL ACCESSORIES TAIL ROTOR PEDAL LOCK-OUT KIT INSPECTION,Aeronautical Accessories ICA AA-99032 REV. E,,,2026-307KH-015,"Monday, February 23, 2026",,,02/09/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AFS IBF 12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH DONALDSON IBF INSPECTION AND FUNCTIONAL CHECK,AFS-BH407-IBF-KIT-ICA REV. G,,,2026-307KH-015,"Monday, February 23, 2026",,"Perform Visual Inspection of Filter, Structure, Electrical Systems, and Functional check of Electrical System.",02/08/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AFS IVF 12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH DONALDSON IVF INSPECTION,AFS-BH407-IBF-KIT-ICA REV. G,,,2026-307KH-015,"Monday, February 23, 2026",,Perform Visual Inspection of Filter and Structure.,02/08/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 AIR COMM CABIN HEAT,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH AIR COMM BLEED AIR CABIN HEATER INSPECTION,Ref. Air Comm 407H-200M-1,,,2026-307KH-015,"Monday, February 23, 2026",,,02/09/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 APPAREO VIS 12MO,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,,12 MONTH APPAREO VISION 1000 INSPECTION,Appareo Vision 1000 ICA Doc. 600845-000025,,,,,0.20,Appareo Vision 1000 ICA Doc. 600845-000025  REV. 2.2,02/24/2025,7897.90,,,18714.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 APPAREO VIS 12MO,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH APPAREO VISION 1000 INSPECTION,Appareo Vision 1000 ICA Doc. 600845-000025,,,2026-307KH-015,"Monday, February 23, 2026",,,02/09/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 BRISTOL WIRE STRIKE KIT,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,,12 MONTH BRISTOL WIRE STRIKE PROTECTION SYSTEM INSPECTION,Bristol Aerospace Limited PM-965-045 REV. E SEC. 2,,,,,0.50,,02/24/2025,7897.90,,,18714.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 BRISTOL WIRE STRIKE KIT,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH BRISTOL WIRE STRIKE PROTECTION SYSTEM INSPECTION,Bristol Aerospace Limited PM-965-045 REV. E SEC. 2,,,2026-307KH-015,"Monday, February 23, 2026",,,02/09/2025,22483.30,,,79701.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407LP,CLASSIC AIR MEDICAL,02/25/2026,4097.80,0,25 GARMIN GDL 69AH,Airframe,4097.80,0.00,0,10503.00,INSPECTION,,ICA,,12 MONTH GARMIN GDL 69AH  AUDIO SUPPRESSION INSPECTION,GARMIN G100H  190-01737-00 REV. B,,,,,,**MANUAL FOUND IN BELL 407 GX COMPONENT REPAIR AND OVERHAUL MANUAL VENDOR DATA**,02/28/2025,3689.20,,,9557.00,,12,,,,,,,,,,,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 HELIFAB 1 12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH HELIFAB PASSENGER FRAMELESS SEAT CUSHIONS INSPECTION,Ref. Helifab HF-CA-7-1 REV. C,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 HELIFAB 1014 12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH HELIFAB FRONT FRAMELESS SEATS INSPECTION,HELIFAB ICA-RH407-1014 REV. 5,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 HELIFAB 16 12M/1200HR,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH/ 1200 HOUR HELIFAB ARTICULATING MEDICAL LITTER INSPECTION,HELIFAB HF-CA-7-16,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,0,12,1200.00,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,23683.30,,,,,,,,2,,0,,786.90,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 HELIFAB 206 1200HR/12M,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,1200 HOUR/ 12 MONTH HELIFAB STORAGE BIN INSPECTION,HF-206-ICA-2500-0002 REV B,,,2026-307KH-015,"Monday, February 23, 2026",,REF. HELIFAB ICA HF-206-ICA-2500-0002,02/08/2025,22483.30,,,79701.00,0,12,1200.00,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,23683.30,,,,,,,,2,,0,,786.90,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 HELIFAB ARTICULATE MED LITTE 12MO/1200HR,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,,1200 HOUR/12 MONTH HELIFAB ARTICULATING MEDICAL LITTER INSPECTION,Helifab HF-CA-7-16,,,,,1.50,,02/24/2025,7897.90,,,18714.00,0,12,1200.00,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,9097.90,,,,,,,,2,,0,,621.00,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 HELIFAB BTL MNT 1200H/12MO,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,,1200 HOUR/12 MONTH HELIFAB PORTABLE OXYGEN BOTTLE MOUNT INSPECTION,Helifab Doc. HF-206-ICA-OXYGEN Bottle Mount-1,,,,,0.10,Ref. Helifab Doc. HF-206-ICA-OXYGEN Bottle Mount-1 Rev. F. Chapter 5,02/24/2025,7897.90,,,18714.00,0,12,1200.00,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,9097.90,,,,,,,,2,,0,,621.00,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 HELIFAB BTL MNT 1200H/12MO,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,1200 HOUR/12 MONTH HELIFAB PORTABLE OXYGEN BOTTLE MOUNT INSPECTION,Helifab Doc. HF-206-ICA-OXYGEN Bottle Mount-1,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,0,12,1200.00,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,23683.30,,,,,,,,2,,0,,786.90,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 HELIFAB CABIN FLOOR PROTECT 12MO,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12  MONTH HELIFAB FLOOR PROTECTORS INSPECTION,Helifab HF-CA-7-3,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 HELIFAB CABIN FLOOR PROTECT 12MO,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,,12 MONTH HELIFAB AFT CABIN FLOOR PROTECTOR INSPECTION,Helifab HF-CA-7-3,,,,,0.20,,02/24/2025,7897.90,,,18714.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N407TH,CLASSIC AIR MEDICAL,02/26/2026,8476.90,2,25 HELISAS AUTOPILOT,Airframe,8476.90,0.00,2,19871.00,INSPECTION,,ICA,,12 MONTH HELISAS AUTO PILOT INSPECTION,S-TEC CORPORATION AA-09109,,,,,0.50,Ref. S-TEC Doc. No. AA-09109 Rev. F.,02/28/2025,7900.70,,,18720.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
N307KH,CLASSIC AIR MEDICAL,02/25/2026,22896.40,0,25 HELISAS AUTOPILOT,Airframe,22896.40,0.00,0,80539.00,INSPECTION,,ICA,,12 MONTH HELISAS AUTO PILOT INSPECTION,Ref. S-TEC Doc. No. AA-09109 Rev. F.,,,2026-307KH-015,"Monday, February 23, 2026",,,02/08/2025,22483.30,,,79701.00,0,12,,0,0.00,0.00,0,0,,0,0.00,0.00,02/28/2026,,,,,,,,,,2,,0,,,,,,,,,,No,Coming Due,,02/28/2026,,,,,,,,,,,
